Company_Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Founded,Founders,Investor,Top_Stage,Location
CropIn,AgriTech,series c,Bangalore,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,20000000.0,2010.0,Krishna Kumar,"Invested Development, Pratithi Investment Trust",series c,Bangalore
Vanity Wagon,Cosmetics,seed,Haryana,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",200000.0,2018.0,Prateek Ruhail,"Dhianu Das, Agility Venture Partners",seed,Haryana
Oyo,Hospitality,series f1,Gurgaon,OYO operates a branded network of hotels designed to offer standardized stay experiences.,7000000.0,2012.0,Ritesh Agarwal,Hindustan Media Venture,Other,Gurgaon
Agri10x,AgriTech,seed,Pune,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,0.0,2018.0,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose",Omnivore,seed,Pune
HobSpace,EdTech,pre-series a1,Mumbai,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,100000.0,2019.0,"Priya Goel Sheth, Harsh Jain","Siddharth Bhaskar Shah, Upsparks",Other,Mumbai
KiranaKart,E-commerce,pre-seed,Mumbai,A better model for instant grocery delivery in India.,720000.0,2020.0,"Kaivalya Vohra, Aadit Palicha",Global Founders Capital,pre-seed,Mumbai
Meddo,Healthcare,pre-series a,Gurgaon,Meddo is an end-to-end medical services provider,3000000.0,2018.0,Saurabh Kochhar,"growX ventures, Venture Gurukool",pre-series a,Gurgaon
SP Robotic Works,EdTech,series a,Chennai,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,3000000.0,2012.0,"Sneha Priya, Pranavan S",Mount Judi India Growth Fund,series a,Chennai
3SC,Logistics,series b,Gurugram,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,15000000.0,2018.0,"Lalit, Sarita Das",GEF Capital’s South Asia Fund,series b,Gurugram
Minimalist,Cosmetics,series a,Jaipur,Affordable skincare for all,10000000.0,2020.0,"Mohit, Rahul Yadav",Sequoia Capital,series a,Jaipur
90+ My Tuition App,EdTech,series a,Bangalore,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,5000000.0,2015.0,Vingish Vijay,Pearl Investment LLC,series a,Bangalore
Wasabi,Consulting,seed,Bangalore,Help small businesses grow their sales via our customer interaction and growth platform.,1800000.0,2021.0,"Pradeep Dodle, Nikhil Goenka","021 Capital, Sparrow Capital",seed,Bangalore
Strata,Real Estate,series a,Bangalore,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,6000000.0,2019.0,"Sudarshan Lodha, Priyanka Rathore","Kotak Investment Advisors Limited, Gruhas Proptech",series a,Bangalore
Ourbetterplanet,E-commerce,seed,Bangalore,A curated online marketplace for all things sustainable!,300000.0,2020.0,Pallavi Srivastava,VANS Group,seed,Bangalore
Murf.ai,SaaS startup,seed,Bangalore,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",1500000.0,2020.0,"Sneha Roy, Ankur Edkie, Divyanshu Pandey",Elevation Capital,seed,Bangalore
MYFITNESS,Fitness,seed,Silvassa,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.",1000000.0,2019.0,"Mohammad Patel, Rahil Virani",9Unicorns,seed,Silvassa
I am Love,Healthcare,seed,Mumbai,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",4000000.0,2020.0,Shilpa Rathi,Xentel Investments,seed,Mumbai
Eloelo,Gaming,pre-series a,Bangalore,Creator-led Social Gaming & Live Streaming Platform,2000000.0,2015.0,"Saurabh Pandey, Akshay Dubey","Waterbridge, Lumikai",pre-series a,Bangalore
Edukemy,EdTech,pre-series a,Noida,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",2000000.0,2020.0,Chandrahas Panigrahi,"Auxano, Falcon5",pre-series a,Noida
Zingbus,Mobility,pre-series a,Gurugram,Zingbus is a renowned brand in the bus operating industry.,5000000.0,2019.0,"Mratunjay, Prashant Kumar, Ravi Kumar Verma",Infoedge ventures,pre-series a,Gurugram
NewsReach,Media,seed,Ahmedabad,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,300000.0,2018.0,"Soniya Kundnani, Darshan Shah",JITO Angel Network,seed,Ahmedabad
Pencilton,FinTech,pre-seed,Hyderabad,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.",330000.0,2017.0,"VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,pre-seed,Hyderabad
The Whole Truth,Food & Beverages,series a,Mumbai,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",6000000.0,2019.0,Shashank Mehta,Sequoia Capital,series a,Mumbai
Insane AI,Fitness,seed,Bangalore,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,800000.0,2021.0,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",pi Ventures,seed,Bangalore
Learn4o Technology,E-learning,seed,Jaipur,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",0.0,2020.0,Kamal Kant Gupta,IAN,seed,Jaipur
Go Swift,Consumer Services,pre-series a,Bangalore,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,2000000.0,2019.0,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,pre-series a,Bangalore
G.O.A.T,D2C,series a,Bangalore,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,36000000.0,2021.0,"Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",series a,Bangalore
Keeros,Food & Beverages,pre-series a,Lucknow,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.",0.0,2017.0,"Sachin Sahni, Simran Sahni",Venture Catalysts,pre-series a,Lucknow
ReDesyn,Merchandise,pre-series a,Mumbai,"Merchandise drop-shipping platform for influencers, designers, creators & brands.",300000.0,2016.0,"Smriti Dubey, Shikhar Vaidya",Anthill Ventures,pre-series a,Mumbai
Knorish,EdTech,pre-series a,Gurugram,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities",1000000.0,2016.0,"Rakhi Wadhwa, Kinner N Sacchdev","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",pre-series a,Gurugram
Dozee,Healthcare,series a,Bangalore,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.",5000000.0,2015.0,"Mudit Dandwate, Dandwate",Prime VP,series a,Bangalore
BlackBuck,Logistics & Supply Chain,series e,Bangalore,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,67000000.0,2015.0,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji","Tribe Capital, IFC Emerging Asia Fund, VEF",Other,Bangalore
Mailmodo,Marketing & Advertising,seed,Bangalore,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,2000000.0,2020.0,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon","Sequoia’s Surge, Y Combinator",seed,Bangalore
SuperBeings,Computer software,seed,Bangalore,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.",0.0,2019.0,"Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",Endiya Partners,seed,Bangalore
NirogStreet,Healthcare,series a,New Delhi,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,2500000.0,2018.0,Ram N Kumar,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",series a,New Delhi
Hyreo,Human Resources,pre-series a,Thiruvananthapuram,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,0.0,2016.0,"Arun Satyan, Mahesh Raju, Sreenath N",Callapina Capital,pre-series a,Thiruvananthapuram
Even,Healthcare,seed,Bangalore,One monthly subscription to cover all your healthcare needs.,5000000.0,2020.0,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,seed,Bangalore
Captain Fresh,Logistics,series a,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,12000000.0,2019.0,Utham Gowda,"Accel Partners, Matrix India",series a,Bangalore
Otipy,Food & Beverages,series a,Gurugram,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,10200000.0,2020.0,Varun Khurana,"Omidyar Network India, Innoven Capital",series a,Gurugram
Edvizo,Consumer Services,pre-series a,Bangalore,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",1000000.0,2017.0,Ravi Nishant,Inflection Point Ventures,pre-series a,Bangalore
GlobalBees,D2C Business,series a,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,150000000.0,2021.0,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",series a,New Delhi
Spinny,Automotive,series d,Gurugram,Spinny is a new age used car end-to-end platform in India.,108000000.0,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur",Tiger Global,series d,Gurugram
Mynvax,Biotechnology,series a,Bangalore,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,4000000.0,2017.0,"Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",series a,Bangalore
Uvi Health,Healthcare,pre-seed,Bangalore,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,330000.0,2020.0,Mehak Malik,Titan Capital,pre-seed,Bangalore
NFTically,NFT Marketplace,seed,Gurugram,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",0.0,2021.0,Toshendra Sharma,Jayanti Kanani,seed,Gurugram
HealthifyMe,Healthcare,series c,Bangalore,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,75000000.0,2012.0,"Tushar Vashisht, Sachin Shenoy","LeapFrog, Khosla Ventures",series c,Bangalore
CareerNinja,EdTech,seed,Mumbai,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",0.0,2017.0,Shronit Ladhaniai,Unitus Ventures,seed,Mumbai
Sea6 Energy,Biotechnology,series b,Bangalore,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.",9000000.0,2010.0,"Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",Aqua-Spark,series b,Bangalore
Beco,Consumer Goods,seed,Mumbai,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.",500000.0,2018.0,"Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,seed,Mumbai
MedPay,Information Technology,seed,Bangalore,MedPay® is building the real-time claims adjudication platform for health insurers.,1200000.0,2020.0,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",seed,Bangalore
Digantara,SpaceTech,seed,Bangalore,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage",2500000.0,2018.0,"Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,seed,Bangalore
Aqgromalin,AgriTech,seed,Chennai,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,700000.0,2018.0,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,seed,Chennai
NirogGyan,Healthcare,seed,Gurugram,"Simplifying Diagnostics for labs, doctors, and people.",0.0,2019.0,"Joyneel Acharya, Shweta Gandhi","Healthcare veterans, PIEDS",seed,Gurugram
Ola Electric,Automotive,debt,Bangalore,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,100000000.0,2017.0,Bhavish Aggarwal,Bank of Baroda,debt,Bangalore
Little Leap,EdTech,$300000,New Delhi,Soft Skills that make Smart Leaders,0.0,2020.0,Holistic Development Programs for children in age range 5-15,Vishal Gupta,Other,New Delhi
Trell,Social commerce,series b,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,45000000.0,2016.0,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",series b,Bangalore
EasyAspataal,Healthcare,seed,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,500000.0,2020.0,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,seed,Mumbai
Arcana,Information Technology,seed,Bangalore,Arcana is the Storage Layer of Ethereum.,370000.0,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,seed,Bangalore
Aquaconnect,Fishery,pre-series a,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,4000000.0,2017.0,Rajamanohar,"Rebright Partners, Flourish Ventures",pre-series a,Chennai
LetsDressUp,Apparel & Fashion,pre-series a,Gurugram,Building India's version of Stitch Fix,300000.0,2019.0,Aditya B,"Titan Capital, Sequoia Capital",pre-series a,Gurugram
BHyve,Human Resources,$300000,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,0.0,2020.0,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",Other,Mumbai
Indi Energy,Renewables & Environment,seed,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",0.0,2019.0,Dr. ASIT SAHOO,Mumbai Angels Network,seed,Roorkee
Ati Motors,Automotive,pre-series a,Bangalore,Autonomous industrial vehicle maker,35000000.0,2017.0,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",pre-series a,Bangalore
peAR,Deeptech,pre-series a1,Mumbai,An AR / VR tech based Start-up in Mumbai.,300000.0,2018.0,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,Other,Mumbai
TyrePlex,B2B E-commerce,seed,New Delhi,Tyreplex is digitizing the tyre dealers in India.,0.0,2020.0,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,seed,New Delhi
FRAAZO,Food & Beverages,series a,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,11000000.0,2020.0,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",series a,Mumbai
Licious,Food & Beverages,series f,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",192000000.0,2015.0,"Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",Other,Bangalore
WinZO,Gaming,series c,New Delhi,WinZO is the largest social gaming and entertainment platform in India.,65000000.0,2018.0,Paavan Nanda,Griffin Gaming Partners,series c,New Delhi
Skylark Drones,Aviation,pre-series a,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",3000000.0,2014.0,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",pre-series a,Bangalore
Leegality,IT company,pre-series a,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",0.0,2016.0,Shivam Singla,"IIFL, Mumbai Angels",pre-series a,Gurugram
PeakPerformer,EdTech,early seed,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",0.0,2020.0,"Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,Other,Bangalore
MyMobiForce,Internet,pre-series a,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",1400000.0,2018.0,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,pre-series a,Noida
Neverinstall,Information Technology,seed,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,370000.0,2019.0,"Lakshmana Pasala, Ram Pasala",Speciale Invest,seed,Bangalore
BeatO,Healthcare,pre-series b,New Delhi,ULTIMATE app to manage chronic conditions.,5000000.0,2015.0,Gautam Chopra,W Health Ventures,Other,New Delhi
Earth Rhythm,Cosmetics,seed,Gurugram,A mission to make customers healthier and Earth a little greener.,1200000.0,2020.0,Harini Sivakumar,Anicut Angel Fund,seed,Gurugram
Fountain9,Computer software,seed,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",1900000.0,2019.0,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",seed,Mumbai
CanPe,Computer software,seed,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",0.0,2019.0,Arindam Choudhury,Axilor Ventures,seed,Bangalore
Shiprocket,Logistics,series d1,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,41000000.0,2012.0,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",Other,New Delhi
Teachmint,EdTech,pre-series b,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,20000000.0,2020.0,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,Other,Bangalore
Vahak,Transportation,pre-series a,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,5000000.0,2017.0,"Vikas Chandrawat, Karan Shaha",RTP Global,pre-series a,Bangalore
goSTOPS,Hospitality,pre-series a,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,1000000.0,2014.0,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",pre-series a,New Delhi
Codedamn,Computer software,pre-seed,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,0.0,2020.0,Mehul Mohan,Antler India,pre-seed,New Delhi
Biocraft Innovation Technology,Environmental service,pre-seed,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,0.0,2019.0,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,pre-seed,Noida
Delhivery,Logistics,series h,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",270000000.0,2011.0,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",Other,Gurugram
Avishkaar,EdTech,pre-series a,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,600000.0,2014.0,"Rajeev Gaba, Tarun Bhalla",Auxano,pre-series a,New Delhi
Jobsgaar,Job discovery platform,seed,New Delhi,India's first District level/ Hyper Local Job discovery platform,140000.0,2020.0,Atul Pratap Singh,SucSEED Indovation Fund,seed,New Delhi
Almo,D2C Fashion,seed,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,0.0,2020.0,Abhishek Shah,Angelist India,seed,Gurugram
Breathe Well-being,HealthCare,pre-series a,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,1000000.0,2015.0,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",pre-series a,New Delhi
GalaxEye,SpaceTech,pre-seed,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,0.0,2020.0,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,pre-seed,Chennai
Urban Company,Home services,series f,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,250000000.0,2014.0,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",Other,New Delhi
MYBYK,Rental,pre-series a,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.,1000000.0,2014.0,Arjit Soni,Avon Cycles,pre-series a,Ahmadabad
Locus,Logistics,series c,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,50000000.0,2015.0,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",series c,Bangalore
Crejo.Fun,EdTech,seed,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,3000000.0,2020.0,Vikas Bansal,"Matrix Partners India, 021 Capital",seed,Bangalore
Bambinos,EdTech,seed,Bangalore,Cohort based extracurricular course for kids,500000.0,2020.0,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",seed,Bangalore
Spardha,EdTech,pre-series a1,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",400000.0,2016.0,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,Other,Pune
Fable Fintech,FinTech,series a,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",0.0,2015.0,Naushad Contractor,Paytm,series a,Mumbai
Fyllo,AgriTech,seed,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,400000.0,2019.0,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",seed,Bangalore
Swiflearn,EdTech,pre-series a,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,3000000.0,2019.0,"Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",pre-series a,Gurugram
QuickSell,E-commerce,pre-series a,Mumbai,B2B Mobile Commerce Platform,2000000.0,2017.0,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",pre-series a,Mumbai
Truemeds,Heathcare,series a,Mumbai,Truemeds is a health-tech startup.,5000000.0,2019.0,"Akshat Nayyar, Kunal Wani",InfoEdge,series a,Mumbai
F5,Food & Beverages,pre-series a,New Delhi,F5 is a foods and beverages company.,300000.0,2018.0,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",pre-series a,New Delhi
Refyne,FinTech,series a,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,20000000.0,2020.0,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",series a,Bangalore
Greenjoules,Renewable Energy,series a,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,4500000.0,2018.0,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,series a,Pune
MentorKart,Consulting,seed,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,150000.0,2018.0,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",seed,New Delhi
Leverage Edu,EdTech,debt,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,2000000.0,2017.0,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",debt,New Delhi
Kale Logistics,Logistics,series a,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,5000000.0,2010.0,"Amar More, Vipul Jain",Inflexor Ventures,series a,Thane
Pee Safe,HealthCare,pre-series b,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,3000000.0,2013.0,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",Other,Gurugram
SimpliContract,Software,seed,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",1800000.0,2020.0,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,seed,Bangalore
Dropshop,Logistics,pre-series a,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,1000000.0,2019.0,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,pre-series a,Bangalore
Jumbotail,E-commerce,debt,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,4000000.0,2015.0,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,debt,Bangalore
Convosight,SaaS startup,series a,New Delhi,A mission - to help community builders become community entrepreneurs.,9000000.0,2019.0,Tarun Dhamija,Qualgro,series a,New Delhi
Junio,FinTech,seed,New Delhi,Junio is a kids-focused digital pocket money-smart card.,600000.0,2020.0,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",seed,New Delhi
Wherehouse.io,Logistics,seed,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",0.0,2020.0,"Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",Better Capital,seed,New Delhi
Flexmoney,FinTech,series a,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",4800000.0,2015.0,Yezdi Lashkari,Pravega Ventures,series a,Mumbai
Fampay,FinTech,series a,Bangalore,India's first numberless card and UPI without a bank account,38000000.0,2019.0,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",series a,Bangalore
Apna,Human Resources,series b,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,70000000.0,2019.0,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",series b,Bangalore
BrowserStack,SaaS startup,series b,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,200000000.0,2011.0,"Nakul Aggarwal, Ritesh Arora",Accel,series b,Mumbai
Vital,Insuretech,pre-series a,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",3000000.0,2018.0,Rahul Kumar,BLinC Invest,pre-series a,New Delhi
Imagimake,Innovation management,pre-series a,Mumbai,An innovative play system to help children create their imagination,500000.0,2011.0,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",pre-series a,Mumbai
MSMEx,EdTech,pre-series a,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,1000000.0,2019.0,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",pre-series a,Andheri
RenewBuy,Insuretech,series c,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,45000000.0,2015.0,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",series c,Gurugram
saarthi.ai,AI startup,seed,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,0.0,2017.0,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception,seed,Bangalore
Kutumb,Community platform,series a,Bangalore,Kutumb is a social community enabler.,26000000.0,2020.0,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",series a,Bangalore
Superplum,AgriTech,pre-series a,Noida,Building India's most sophisticated platform for high quality fresh food,3800000.0,2019.0,Shobhit Gupta,Marquee investors,pre-series a,Noida
Upside AI,FinTech,seed,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,1200000.0,2017.0,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,seed,Mumbai
Skillmatics,EdTech,series a,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,6000000.0,2016.0,Dhvanil Sheth,Sequoia Capital India,series a,Mumbai
Bimaplan,Insuretech,pre-series a,Bangalore,Affordable insurance for the next billion Indians,2500000.0,2020.0,Vikul Goyal,"Roshan Abbas, Ritesh Malik",pre-series a,Bangalore
